raw_reference,stage_1_label,stage_2_extracted_fields,violation_tags,adversarial_reference
"Eltiraifi, O., Elbasheer, E. and Nawari, M. (2018) ‘A Comparative Study of MFCC and LPCC Features For Speech Activity Detection Using Deep Belief Network,’ 2018 International Conference on Computer, Control, Electrical, and Electronics Engineering (ICCCEEE), Khartoum, Sudan, 2018, pp. 1-5, doi: 10.1109/ICCCEEE.2018.8515821.",conference,"{'authors': ['Eltiraifi', 'O.', 'Elbasheer', 'E.', 'Nawari', 'M.'], 'year': '2018', 'title': '‘A Comparative Study of MFCC and LPCC Features For Speech Activity Detection Using Deep Belief Network,’ 2018 International Conference on Computer, Control, Electrical, and Electronics Engineering (ICCCEEE), Khartoum, Sudan, 2018, pp', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'conference'}",[],"Eltiraifi, O., Elbasheer, E. and Nawari, M. (n.d.) ‘A Comparative Study of MFCC and LPCC Features For Speech Activity Detection Using Deep Belief Network,’ 2018 International Conference on Computer, Control, Electrical, and Electronics Engineering (ICCCEEE), Khartoum, Sudan, 2018, pp. 1-5, doi: 10.1109/ICCCEEE.2018.8515821."
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"Lalani, B (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique PhD thesis Reading University"
"Myerscough, M.R. (1993) 'A Simple model for temperature regulation in honeybee swarms', Journal of Theoretical Biology, 162(3), pp.381-393.",journal,"{'authors': ['Myerscough', 'M.R.'], 'year': '1993', 'title': ""'A Simple model for temperature regulation in honeybee swarms', Journal of Theoretical Biology, 162(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Myerscough, M.R. (1993) 'A Simple model for temperature regulation in honeybee swarms', Journal of Theoretical Biology, 162(3), pp.381-393."
"Blackiston, H. (2020) Beekeeping for Dummies. 5th edn. Newark: Wiley.",book,"{'authors': ['Blackiston', 'H.'], 'year': '2020', 'title': 'Beekeeping for Dummies', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Blackiston, H. (2020) Beekeeping for Dummies. 5th edn. Newark: Wiley."
"Scheiner, R. et al. (2013) 'Standard methods for behavioural studies of Apis mellifera', Journal of Apicultural Research, 52(4), pp.1-58.",journal,"{'authors': ['Scheiner', 'R. et al.'], 'year': '2013', 'title': ""'Standard methods for behavioural studies of Apis mellifera', Journal of Apicultural Research, 52(4), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"SCHEINER, R. ET AL. (2013) 'STANDARD METHODS FOR BEHAVIOURAL STUDIES OF APIS MELLIFERA', JOURNAL OF APICULTURAL RESEARCH, 52(4), PP.1-58."
"Hewitt, M. (2023) The Victorians: a very short introduction. Oxford Academic. Available at: https://doi-org.libezproxy.open.ac.uk/10.1093/actrade/9780198736813.00",ebook,"{'authors': ['Hewitt', 'M.'], 'year': '2023', 'title': 'The Victorians: a very short introduction', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://doi-org.libezproxy.open.ac.uk/10.1093/actrade/9780198736813.00', 'accessed_date': '', 'reference_type': 'ebook'}",['missing_access_date'],"Hewitt, M. (n.d.) The Victorians: a very short introduction. Oxford Academic. Available at: https://doi-org.libezproxy.open.ac.uk/10.1093/actrade/9780198736813.00"
"Ifeachor, E.C. and Smithson, P.M., (1995). ‘A practical approach to digital signal processing’. In Proceedings of the IEE Colloquium on Teaching of Digital Signal Processing, London, UK, pp. 6/1–6/8. https://doi.org/10.1049/ic:19950210",conference,"{'authors': ['Ifeachor', 'E.C.', 'Smithson', 'P.M.', ''], 'year': '1995', 'title': '', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://doi.org/10.1049/ic:19950210', 'accessed_date': '', 'reference_type': 'conference'}",[],"IFEACHOR, E.C. AND SMITHSON, P.M., (1995). ‘A PRACTICAL APPROACH TO DIGITAL SIGNAL PROCESSING’. IN PROCEEDINGS OF THE IEE COLLOQUIUM ON TEACHING OF DIGITAL SIGNAL PROCESSING, LONDON, UK, PP. 6/1–6/8. HTTPS://DOI.ORG/10.1049/IC:19950210"
"Krizhevsky, A., Sutskever, I. and Hinton, G. (2017) 'ImageNet classification with deep convolutional neural networks', Association for Computing Machinery, 6(60), pp. 84-90.",journal,"{'authors': ['Krizhevsky', 'A.', 'Sutskever', 'I.', 'Hinton', 'G.'], 'year': '2017', 'title': ""'ImageNet classification with deep convolutional neural networks', Association for Computing Machinery, 6(60), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Krizhevsky, A., Sutskever, I. and Hinton, G. (n.d.) 'ImageNet classification with deep convolutional neural networks', Association for Computing Machinery, 6(60), pp. 84-90."
"Zgank, A. (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', In Proceedings of the 2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO). Opatija, Croatia, 21–25 May. IEEE, pp. 0471–0474. Available at:  doi: 10.1109/ELEKTRO.2018.8398253.",conference,"{'authors': ['Zgank', 'A.'], 'year': '2018', 'title': ""'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', In Proceedings of the 2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'conference'}",['missing_access_date'],"ZGANK, A. (2018) 'ACOUSTIC MONITORING AND CLASSIFICATION OF BEE SWARM ACTIVITY USING MFCC FEATURE EXTRACTION AND HMM ACOUSTIC MODELLING', IN PROCEEDINGS OF THE 2018 41ST INTERNATIONAL CONVENTION ON INFORMATION AND COMMUNICATION TECHNOLOGY, ELECTRONICS AND MICROELECTRONICS (MIPRO). OPATIJA, CROATIA, 21–25 MAY. IEEE, PP. 0471–0474. AVAILABLE AT:  DOI: 10.1109/ELEKTRO.2018.8398253."
"Abou-Shaara, H. et al. (2017) 'A review of impacts of temperature and relative humidity on various activities of honeybees', Insectes Sociaux, 64(4), pp.455-463.",journal,"{'authors': ['Abou-Shaara', 'H. et al.'], 'year': '2017', 'title': ""'A review of impacts of temperature and relative humidity on various activities of honeybees', Insectes Sociaux, 64(4), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Abou-Shaara, H. et al. (2017) 'A review of impacts of temperature and relative humidity on various activities of honeybees', Insectes Sociaux, 64(4), pp.455-463."
"Graham, K. (2020) 'The biggest tree and the smallest axe', The Guardian, 31 August, pp.21-22.",newspaper,"{'authors': ['Graham', 'K.'], 'year': '2020', 'title': ""'The biggest tree and the smallest axe', The Guardian, 31 August, pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'newspaper'}",[],"GRAHAM, K. (2020) 'THE BIGGEST TREE AND THE SMALLEST AXE', THE GUARDIAN, 31 AUGUST, PP.21-22."
"Hewitt, M. (2023) The Victorians: a very short introduction. Oxford Academic. Available at: https://doi-org.libezproxy.open.ac.uk/10.1093/actrade/9780198736813.00",ebook,"{'authors': ['Hewitt', 'M.'], 'year': '2023', 'title': 'The Victorians: a very short introduction', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://doi-org.libezproxy.open.ac.uk/10.1093/actrade/9780198736813.00', 'accessed_date': '', 'reference_type': 'ebook'}",['missing_access_date'],"Hewitt, M (2023) The Victorians: a very short introduction Oxford Academic Available at: https://doi-orglibezproxyopenacuk/101093/actrade/978019873681300"
"Ramsey, M.,Bencsik, M. and Newton, M.I. (2017) 'Long-term trends in the honeybee 'whooping signal' revealed by automated detection', PloS One, 12(2), pp.e0171162.",journal,"{'authors': ['Ramsey', 'M.', 'Bencsik', 'M.', 'Newton', 'M.I.'], 'year': '2017', 'title': ""'Long-term trends in the honeybee 'whooping signal' revealed by automated detection', PloS One, 12(2), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Ramsey, M.,Bencsik, M. and Newton, M.I. (2017) 'Long-term trends in the honeybee 'whooping signal' revealed by automated detection', PloS One, 12(2), pp.e0171162."
"Johnson, B.R. (2009) 'Division of labor in honeybees: form, function, and proximate mechanisms', Behavioral Ecology and Sociobiology, 64(3), pp.305-316. -",journal,"{'authors': ['Johnson', 'B.R.'], 'year': '2009', 'title': ""'Division of labor in honeybees: form, function, and proximate mechanisms', Behavioral Ecology and Sociobiology, 64(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Johnson, B.R. (n.d.) 'Division of labor in honeybees: form, function, and proximate mechanisms', Behavioral Ecology and Sociobiology, 64(3), pp.305-316. -"
"Tocmo, R. (2024) 'Food fraud' [Presentation slides]. FB1FSC: Food System Challenges. University of Reading. Available at: https://www.bb.reading.ac.uk (Accessed: 17 December 2024).",other,"{'authors': ['Tocmo', 'R.'], 'year': '2024', 'title': ""'Food fraud' [Presentation slides]"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.bb.reading.ac.uk', 'accessed_date': '17 December 2024', 'reference_type': 'other'}",['url_without_doi'],"TOCMO, R. (2024) 'FOOD FRAUD' [PRESENTATION SLIDES]. FB1FSC: FOOD SYSTEM CHALLENGES. UNIVERSITY OF READING. AVAILABLE AT: HTTPS://WWW.BB.READING.AC.UK (ACCESSED: 17 DECEMBER 2024)."
"Hewitt, M. (2023) The Victorians: a very short introduction. Oxford Academic. Available at: https://doi-org.libezproxy.open.ac.uk/10.1093/actrade/9780198736813.00",ebook,"{'authors': ['Hewitt', 'M.'], 'year': '2023', 'title': 'The Victorians: a very short introduction', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://doi-org.libezproxy.open.ac.uk/10.1093/actrade/9780198736813.00', 'accessed_date': '', 'reference_type': 'ebook'}",['missing_access_date'],"Hewitt, M. (2023) The Victorians: a very short introduction. Oxford Academic. Available at: https://doi-org.libezproxy.open.ac.uk/10.1093/actrade/9780198736813.00"
Scientific Advisory Committee on Nutrition (2016) Vitamin D and health. Available at: https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/537616/SACN_Vitamin_D_and_Health_report.pdf (Accessed: 25 July 2025).,other,"{'authors': ['Scientific Advisory Committee on Nutrition'], 'year': '2016', 'title': 'Vitamin D and health', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/537616/SACN_Vitamin_D_and_Health_report.pdf', 'accessed_date': '25 July 2025', 'reference_type': 'other'}",['url_without_doi'],SCIENTIFIC ADVISORY COMMITTEE ON NUTRITION (2016) VITAMIN D AND HEALTH. AVAILABLE AT: HTTPS://ASSETS.PUBLISHING.SERVICE.GOV.UK/GOVERNMENT/UPLOADS/SYSTEM/UPLOADS/ATTACHMENT_DATA/FILE/537616/SACN_VITAMIN_D_AND_HEALTH_REPORT.PDF (ACCESSED: 25 JULY 2025).
"Žgank, A. (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp.1-4.",journal,"{'authors': ['Žgank', 'A.'], 'year': '2018', 'title': ""'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Žgank, A. (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp.1-4."
"Zgank, A. (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', In Proceedings of the 2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO). Opatija, Croatia, 21–25 May. IEEE, pp. 0471–0474. Available at:  doi: 10.1109/ELEKTRO.2018.8398253.",conference,"{'authors': ['Zgank', 'A.'], 'year': '2018', 'title': ""'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', In Proceedings of the 2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'conference'}",['missing_access_date'],"Zgank, A. (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', In Proceedings of the 2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO). Opatija, Croatia, 21–25 May. IEEE, pp. 0471–0474. Retrieved from:  doi: 10.1109/ELEKTRO.2018.8398253."
"Mahajan, Y. et al. (2023) NeuralBee - A Beehive Health Monitoring System, pp. 84.",unknown,"{'authors': ['Mahajan', 'Y. et al.'], 'year': '2023', 'title': 'NeuralBee - A Beehive Health Monitoring System, pp', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'unknown'}",[],"MAHAJAN, Y. ET AL. (2023) NEURALBEE - A BEEHIVE HEALTH MONITORING SYSTEM, PP. 84."
"Tieleman, T. and Hinton, G. (2012) 'Lecture 6.5-rmsprop: Divide the gradient by a running average of its recent magnitude', Neural Networks for Machine Learning, 4(2), pp.26-31.",journal,"{'authors': ['Tieleman', 'T.', 'Hinton', 'G.'], 'year': '2012', 'title': ""'Lecture 6"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Tieleman, T. and Hinton, G. (2012) 'Lecture 6.5-rmsprop: Divide the gradient by a running average of its recent magnitude', Neural Networks for Machine Learning, 4(2), pp.26-31."
"Žgank, A. (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp.1-4.",journal,"{'authors': ['Žgank', 'A.'], 'year': '2018', 'title': ""'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Žgank, A. (n.d.) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp.1-4."
