raw_reference,stage_1_label,stage_2_extracted_fields,violation_tags,adversarial_reference
"Johnson, B.R. (2009) 'Division of labor in honeybees: form, function, and proximate mechanisms', Behavioral Ecology and Sociobiology, 64(3), pp.305-316. -",journal,"{'authors': ['Johnson', 'B.R.'], 'year': '2009', 'title': ""'Division of labor in honeybees: form, function, and proximate mechanisms', Behavioral Ecology and Sociobiology, 64(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Johnson, B.R. (n.d.) 'Division of labor in honeybees: form, function, and proximate mechanisms', Behavioral Ecology and Sociobiology, 64(3), pp.305-316. -"
"Favre, D. (2011) 'Mobile phone-induced honeybee worker piping', Apidologie, 42(3), pp.270-279.",journal,"{'authors': ['Favre', 'D.'], 'year': '2011', 'title': ""'Mobile phone-induced honeybee worker piping', Apidologie, 42(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Favre, D. (2011) 'Mobile phone-induced honeybee worker piping', Apidologie, 42(3), pp.270-279."
"Seeley, T.D. and Buhrman, S.C. (2001) 'Nest-site selection in honeybees: How well do swarms implement the ""Best-of-N"" Decision Rule?', Behavioral Ecology and Sociobiology, 49(5), pp.416-427.",journal,"{'authors': ['Seeley', 'T.D.', 'Buhrman', 'S.C.'], 'year': '2001', 'title': '\'Nest-site selection in honeybees: How well do swarms implement the ""Best-of-N"" Decision Rule?\', Behavioral Ecology and Sociobiology, 49(5), pp', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Seeley, T.D. and Buhrman, S.C. (n.d.) 'Nest-site selection in honeybees: How well do swarms implement the ""Best-of-N"" Decision Rule?', Behavioral Ecology and Sociobiology, 49(5), pp.416-427."
"Qandour, A. et al. (2014) 'Remote beehive monitoring using acoustic signals', Australian Acoustical Society, 42(3), pp.204-209.",journal,"{'authors': ['Qandour', 'A. et al.'], 'year': '2014', 'title': ""'Remote beehive monitoring using acoustic signals', Australian Acoustical Society, 42(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"QANDOUR, A. ET AL. (2014) 'REMOTE BEEHIVE MONITORING USING ACOUSTIC SIGNALS', AUSTRALIAN ACOUSTICAL SOCIETY, 42(3), PP.204-209."
"Pirk, C.W.W. et al. (2016) 'Honeybee health in Africa—a review', Apidologie, 47(3), pp.276-300.",journal,"{'authors': ['Pirk', 'C.W.W. et al.'], 'year': '2016', 'title': ""'Honeybee health in Africa—a review', Apidologie, 47(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Pirk, C.W.W. et al. (2016) 'Honeybee health in Africa—a review', Apidologie, 47(3), pp.276-300."
"Hochreiter, S. and Schmidhuber, J. (1997) 'Long short-term memory', Neural Computation, 9(8), pp.1735-1780.",journal,"{'authors': ['Hochreiter', 'S.', 'Schmidhuber', 'J.'], 'year': '1997', 'title': ""'Long short-term memory', Neural Computation, 9(8), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Hochreiter, S. and Schmidhuber, J. (n.d.) 'Long short-term memory', Neural Computation, 9(8), pp.1735-1780."
"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020).",wesite,"{'authors': ['Colah', 'C.'], 'year': '2015', 'title': '‘Understanding LSTM Networks’, Colah’s blog, 27 August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://colah.github.io/posts/2015-08-Understanding-LSTMs/', 'accessed_date': '23 July 2020', 'reference_type': 'wesite'}",['url_without_doi'],"Colah, C (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August Available at: http://colahgithubio/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020)"
"Thomas, D. and Tian, L. (2021) 'Hits from the Bong: the impact of recreational marijuana dispensaries on property values', Regional Science and Urban Economics, 87, article number 103655.",journal,"{'authors': ['Thomas', 'D.', 'Tian', 'L.'], 'year': '2021', 'title': ""'Hits from the Bong: the impact of recreational marijuana dispensaries on property values', Regional Science and Urban Economics, 87, article number 103655"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",['missing_pages'],"Thomas, D. and Tian, L. (2021) 'Hits from the Bong: the impact of recreational marijuana dispensaries on property values', Regional Science and Urban Economics, 87, article number 103655."
"Bromenshenk, J.J., Henderson, C.B., Seccomb, R.A., Rice, S.D. and Etter, R.T. (2009) Honeybee acoustic recording and analysis system for monitoring hive health. Authoring organisation. Available at: http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7549907 (Accessed: 8 November 2023)",book,"{'authors': ['Bromenshenk', 'J.J.', 'Henderson', 'C.B.', 'Seccomb', 'R.A.', 'Rice', 'S.D.', 'Etter', 'R.T.'], 'year': '2009', 'title': 'Honeybee acoustic recording and analysis system for monitoring hive health', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7549907', 'accessed_date': '8 November 2023', 'reference_type': 'book'}",['url_without_doi'],"Bromenshenk, J.J., Henderson, C.B., Seccomb, R.A., Rice, S.D. and Etter, R.T. (2009) Honeybee acoustic recording and analysis system for monitoring hive health. Authoring organisation. Retrieved from: http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7549907 (Accessed: 8 November 2023)"
"Wyse, L. (2017) Audio Spectrogram Representations for Processing with Convolutional Neural Networks. Ithaca: Cornell University Library, arXiv.org. Available at: https://search.proquest.com/docview/2075726385 (Accessed: 4 May 2020).",website,"{'authors': ['Wyse', 'L.'], 'year': '2017', 'title': 'Audio Spectrogram Representations for Processing with Convolutional Neural Networks', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://search.proquest.com/docview/2075726385', 'accessed_date': '4 May 2020', 'reference_type': 'website'}",['url_without_doi'],"Wyse, L. (n.d.) Audio Spectrogram Representations for Processing with Convolutional Neural Networks. Ithaca: Cornell University Library, arXiv.org. Available at: https://search.proquest.com/docview/2075726385 (Accessed: 4 May 2020)."
"Harano, K. et al. (2013) 'Honeybee foragers adjust crop contents before leaving the hive: Effects of distance to food source, food type, and informational state', Behavioral Ecology and Sociobiology, 67(7), pp.1169-1178.",journal,"{'authors': ['Harano', 'K. et al.'], 'year': '2013', 'title': ""'Honeybee foragers adjust crop contents before leaving the hive: Effects of distance to food source, food type, and informational state', Behavioral Ecology and Sociobiology, 67(7), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"HARANO, K. ET AL. (2013) 'HONEYBEE FORAGERS ADJUST CROP CONTENTS BEFORE LEAVING THE HIVE: EFFECTS OF DISTANCE TO FOOD SOURCE, FOOD TYPE, AND INFORMATIONAL STATE', BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY, 67(7), PP.1169-1178."
"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020).",wesite,"{'authors': ['Colah', 'C.'], 'year': '2015', 'title': '‘Understanding LSTM Networks’, Colah’s blog, 27 August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://colah.github.io/posts/2015-08-Understanding-LSTMs/', 'accessed_date': '23 July 2020', 'reference_type': 'wesite'}",['url_without_doi'],"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Retrieved from: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020)."
"Kulyukin, V., Mukherjee, S. and Amlathe, P. (2018) 'Toward audio beehive monitoring: deep learning vs. standard machine learning in classifying beehive audio samples', Applied Sciences, 8(9), pp.1573.",journal,"{'authors': ['Kulyukin', 'V.', 'Mukherjee', 'S.', 'Amlathe', 'P.'], 'year': '2018', 'title': ""'Toward audio beehive monitoring: deep learning vs"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Kulyukin, V., Mukherjee, S. and Amlathe, P. (2018) 'Toward audio beehive monitoring: deep learning vs. standard machine learning in classifying beehive audio samples', Applied Sciences, 8(9), pp.1573."
"Lau, C. and Nieh, J. (2010) 'Honeybee stop-signal production: temporal distribution and effect of feeder crowding', Apidologie, 41(1), pp.87-95.",journal,"{'authors': ['Lau', 'C.', 'Nieh', 'J.'], 'year': '2010', 'title': ""'Honeybee stop-signal production: temporal distribution and effect of feeder crowding', Apidologie, 41(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Lau, C. & Nieh, J. (2010) 'Honeybee stop-signal production: temporal distribution & effect of feeder crowding', Apidologie, 41(1), pp.87-95."
"Bromenshenk, J.J., Henderson, C.B., Seccomb, R.A., Rice, S.D. and Etter, R.T. (2009) Honeybee acoustic recording and analysis system for monitoring hive health. Authoring organisation. Available at: http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7549907 (Accessed: 8 November 2023)",book,"{'authors': ['Bromenshenk', 'J.J.', 'Henderson', 'C.B.', 'Seccomb', 'R.A.', 'Rice', 'S.D.', 'Etter', 'R.T.'], 'year': '2009', 'title': 'Honeybee acoustic recording and analysis system for monitoring hive health', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7549907', 'accessed_date': '8 November 2023', 'reference_type': 'book'}",['url_without_doi'],"Bromenshenk, JJ, Henderson, CB, Seccomb, RA, Rice, SD and Etter, RT (2009) Honeybee acoustic recording and analysis system for monitoring hive health Authoring organisation Available at: http://patftusptogov/netacgi/nph-Parser?patentnumber=7549907 (Accessed: 8 November 2023)"
"Hunt, J.H. and Richard, F. (2013) 'Intracolony vibroacoustic communication in social insects', Insectes Sociaux, 60(4), pp.403-417.",journal,"{'authors': ['Hunt', 'J.H.', 'Richard', 'F.'], 'year': '2013', 'title': ""'Intracolony vibroacoustic communication in social insects', Insectes Sociaux, 60(4), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Hunt, JH and Richard, F (2013) 'Intracolony vibroacoustic communication in social insects', Insectes Sociaux, 60(4), pp403-417"
RSPCA (2024) Caring for cats and kittens. Available at: https://www.rspca.org.uk/adviceandwelfare/pets/cats (Accessed: 1 August 2024) – website,unknown,"{'authors': ['RSPCA'], 'year': '2024', 'title': 'Caring for cats and kittens', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.rspca.org.uk/adviceandwelfare/pets/cats', 'accessed_date': '1 August 2024', 'reference_type': 'unknown'}",['url_without_doi'],RSPCA (2024) Caring for cats and kittens. Retrieved from: https://www.rspca.org.uk/adviceandwelfare/pets/cats (Accessed: 1 August 2024) – website
Dundalk Institute of Technology. (2012). Whitaker Theatre [image online]. Available from: https://www.dkit.ie/about [accessed 5 July 2014].,image,"{'authors': ['Dundalk Institute of Technology.'], 'year': '2012', 'title': '', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.dkit.ie/about', 'accessed_date': '', 'reference_type': 'image'}",['url_without_doi'],Dundalk Institute of Technology. (2012). Whitaker Theatre [image online]. Available from: https://www.dkit.ie/about [accessed 5 July 2014].
"Eltiraifi, O., Elbasheer, E. and Nawari, M. (2018) ‘A Comparative Study of MFCC and LPCC Features For Speech Activity Detection Using Deep Belief Network,’ 2018 International Conference on Computer, Control, Electrical, and Electronics Engineering (ICCCEEE), Khartoum, Sudan, 2018, pp. 1-5, doi: 10.1109/ICCCEEE.2018.8515821.",conference,"{'authors': ['Eltiraifi', 'O.', 'Elbasheer', 'E.', 'Nawari', 'M.'], 'year': '2018', 'title': '‘A Comparative Study of MFCC and LPCC Features For Speech Activity Detection Using Deep Belief Network,’ 2018 International Conference on Computer, Control, Electrical, and Electronics Engineering (ICCCEEE), Khartoum, Sudan, 2018, pp', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'conference'}",[],"Eltiraifi, O., Elbasheer, E. and Nawari, M. (n.d.) ‘A Comparative Study of MFCC and LPCC Features For Speech Activity Detection Using Deep Belief Network,’ 2018 International Conference on Computer, Control, Electrical, and Electronics Engineering (ICCCEEE), Khartoum, Sudan, 2018, pp. 1-5, doi: 10.1109/ICCCEEE.2018.8515821."
"Abou-Shaara, H. et al. (2017) 'A review of impacts of temperature and relative humidity on various activities of honeybees', Insectes Sociaux, 64(4), pp.455-463.",journal,"{'authors': ['Abou-Shaara', 'H. et al.'], 'year': '2017', 'title': ""'A review of impacts of temperature and relative humidity on various activities of honeybees', Insectes Sociaux, 64(4), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Abou-Shaara, H. et al. (2017) 'A review of impacts of temperature and relative humidity on various activities of honeybees', Insectes Sociaux, 64(4), pp.455-463."
"Krizhevsky, A., Sutskever, I. and Hinton, G. (2017) 'ImageNet classification with deep convolutional neural networks', Association for Computing Machinery, 6(60), pp. 84-90.",journal,"{'authors': ['Krizhevsky', 'A.', 'Sutskever', 'I.', 'Hinton', 'G.'], 'year': '2017', 'title': ""'ImageNet classification with deep convolutional neural networks', Association for Computing Machinery, 6(60), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"KRIZHEVSKY, A., SUTSKEVER, I. AND HINTON, G. (2017) 'IMAGENET CLASSIFICATION WITH DEEP CONVOLUTIONAL NEURAL NETWORKS', ASSOCIATION FOR COMPUTING MACHINERY, 6(60), PP. 84-90."
"Hardell, L. (2017) 'World Health Organization, radiofrequency radiation and health - a hard nut to crack (Review)', International Journal of Oncology, 51(2), pp.405-413.",journal,"{'authors': ['Hardell', 'L.'], 'year': '2017', 'title': ""'World Health Organization, radiofrequency radiation and health - a hard nut to crack (Review)', International Journal of Oncology, 51(2), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"HARDELL, L. (2017) 'WORLD HEALTH ORGANIZATION, RADIOFREQUENCY RADIATION AND HEALTH - A HARD NUT TO CRACK (REVIEW)', INTERNATIONAL JOURNAL OF ONCOLOGY, 51(2), PP.405-413."
